level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	3	2	15	1000	252	74	22	96.612823	already
5	1	1	3	2	16	1082	252	71	22	96.917656	passed
5	1	1	3	2	17	1162	254	18	16	95.242989	at
5	1	1	3	2	18	1187	252	31	18	96.693741	the
5	1	1	3	2	19	1225	252	16	18	88.629959	tir
4	1	1	3	3	0	84	307	1157	23	-1	
5	1	1	3	3	1	84	308	98	22	96.525032	Secondly,
5	1	1	3	3	2	193	308	2	17	96.257187	|
5	1	1	3	3	3	205	309	47	16	96.935242	must
5	1	1	3	3	4	260	307	109	23	96.870277	emphasise
5	1	1	3	3	5	377	307	37	18	96.827919	that
5	1	1	3	3	6	423	307	2	17	95.575783	|
5	1	1	3	3	7	434	309	68	16	96.542870	cannot
5	1	1	3	3	8	510	307	92	18	96.805725	authorise
5	1	1	3	3	9	611	312	69	13	96.647507	access
5	1	1	3	3	10	689	307	39	18	96.584541	until
5	1	1	3	3	11	736	307	31	18	96.941429	the
5	1	1	3	3	12	774	307	87	22	96.323830	following
5	1	1	3	3	13	871	307	59	22	96.986275	points
5	1	1	3	3	14	938	311	31	14	96.980721	are
5	1	1	3	3	15	977	307	65	22	96.962212	clearly
5	1	1	3	3	16	1050	307	99	17	96.777649	confirmed
5	1	1	3	3	17	1158	307	15	17	96.905914	in
5	1	1	3	3	18	1181	307	60	22	54.191154	writin
4	1	1	3	4	0	85	362	790	23	-1	
5	1	1	3	4	1	85	363	15	17	96.355377	1.
5	1	1	3	4	2	109	363	14	17	96.690399	A
5	1	1	3	4	3	131	363	89	17	96.690399	definitive
5	1	1	3	4	4	228	363	36	17	96.942780	and
5	1	1	3	4	5	273	362	75	23	96.920807	specific
5	1	1	3	4	6	356	362	57	22	96.821388	repair
5	1	1	3	4	7	420	362	83	21	95.049973	timeline,
5	1	1	3	4	8	513	362	87	22	95.049973	including
5	1	1	3	4	9	609	362	92	22	96.952980	projected
5	1	1	3	4	10	710	362	108	22	96.916367	completion
5	1	1	3	4	11	827	362	48	18	96.603218	date.
3	1	1	4	0	0	84	389	1157	298	-1	
4	1	1	4	1	0	84	389	1156	23	-1	
5	1	1	4	1	1	84	391	16	16	96.227066	2.
5	1	1	4	1	2	109	390	86	18	96.359360	Whether
5	1	1	4	1	3	202	392	103	20	96.493340	temporary
5	1	1	4	1	4	313	390	96	17	96.593147	relocation
5	1	1	4	1	5	417	390	30	17	96.506554	will
5	1	1	4	1	6	456	390	24	17	96.506554	be
5	1	1	4	1	7	489	390	87	22	96.881210	required,
5	1	1	4	1	8	585	390	36	17	96.753815	and
5	1	1	4	1	9	630	390	10	17	96.882645	if
5	1	1	4	1	10	647	394	28	16	96.604843	so,
5	1	1	4	1	11	684	390	48	17	96.632286	what
5	1	1	4	1	12	739	391	140	21	96.681770	arrangements
5	1	1	4	1	13	887	394	20	13	96.164909	or
5	1	1	4	1	14	914	389	140	22	96.308861	compensation
5	1	1	4	1	15	1063	394	31	13	96.205391	are
5	1	1	4	1	16	1103	389	53	22	96.335320	being
5	1	1	4	1	17	1165	389	75	18	96.662766	offered.
4	1	1	4	2	0	84	417	1153	23	-1	
5	1	1	4	2	1	84	418	16	17	95.969406	3.
5	1	1	4	2	2	109	418	48	17	95.969406	Your
5	1	1	4	2	3	164	418	77	22	96.783485	position
5	1	1	4	2	4	250	422	23	13	96.783485	on
5	1	1	4	2	5	282	422	29	18	97.002747	my
5	1	1	4	2	6	318	418	62	17	96.582352	formal
5	1	1	4	2	7	389	419	75	20	96.593666	request
5	1	1	4	2	8	471	418	26	17	96.953232	for
5	1	1	4	2	9	505	419	38	16	96.467049	rent
5	1	1	4	2	10	551	418	92	17	96.393677	reduction
5	1	1	4	2	11	652	418	35	17	96.393677	and
5	1	1	4	2	12	696	418	122	17	96.886230	confirmation
5	1	1	4	2	13	827	418	18	17	92.889359	of
5	1	1	4	2	14	853	417	118	22	92.889359	non-liability,
5	1	1	4	2	15	980	417	56	18	96.997261	which
5	1	1	4	2	16	1046	417	67	18	96.979042	remain
5	1	1	4	2	17	1121	417	116	22	96.556290	outstanding
4	1	1	4	3	0	84	445	1153	22	-1	
5	1	1	4	3	1	84	446	16	16	95.057869	4.
5	1	1	4	3	2	109	445	174	22	96.480278	Acknowledgment
5	1	1	4	3	3	290	445	18	18	96.620972	of
5	1	1	4	3	4	315	445	31	17	96.990639	the
5	1	1	4	3	5	355	445	66	22	96.753494	impact
5	1	1	4	3	6	428	449	23	13	96.120316	on
5	1	1	4	3	7	461	449	28	18	93.285561	my
5	1	1	4	3	8	497	446	99	19	92.711594	co-tenant,
5	1	1	4	3	9	605	445	41	17	96.996582	who
5	1	1	4	3	10	654	445	15	17	96.962212	is
5	1	1	4	3	11	677	445	40	17	96.554062	also
5	1	1	4	3	12	726	445	67	17	96.473373	named
5	1	1	4	3	13	802	445	15	17	96.473373	in
5	1	1	4	3	14	825	445	31	17	96.980721	the
5	1	1	4	3	15	865	445	52	17	96.764458	lease
5	1	1	4	3	16	926	446	113	20	96.875633	agreement,
5	1	1	4	3	17	1048	445	36	17	96.609230	and
5	1	1	4	3	18	1092	445	40	17	96.459213	who
5	1	1	4	3	19	1140	445	30	17	93.116257	will
5	1	1	4	3	20	1179	445	58	21	88.559837	equall
4	1	1	4	4	0	85	500	1152	22	-1	
5	1	1	4	4	1	85	500	11	18	91.465607	It
5	1	1	4	4	2	104	500	14	18	95.295586	is
5	1	1	4	4	3	127	505	28	17	96.637848	my
5	1	1	4	4	4	164	500	130	22	96.491714	responsibility
5	1	1	4	4	5	301	502	18	16	96.692924	to
5	1	1	4	4	6	327	505	69	12	96.401947	ensure
5	1	1	4	4	7	404	500	37	17	96.524940	that
5	1	1	4	4	8	449	505	35	17	96.881958	any
5	1	1	4	4	9	492	502	108	20	96.608444	agreement
5	1	1	4	4	10	608	500	55	17	96.332382	made
5	1	1	4	4	11	671	500	49	17	96.913536	does
5	1	1	4	4	12	728	502	30	15	96.981438	not
5	1	1	4	4	13	766	500	128	22	96.541801	inadvertently
5	1	1	4	4	14	902	500	57	17	96.910194	waive
5	1	1	4	4	15	967	504	33	13	96.919060	our
5	1	1	4	4	16	1007	500	46	22	96.833290	legal
5	1	1	4	4	17	1062	500	54	22	96.988976	rights
5	1	1	4	4	18	1124	504	20	13	96.988976	or
5	1	1	4	4	19	1151	501	62	16	96.991936	create
5	1	1	4	4	20	1220	500	17	17	96.972946	fu
4	1	1	4	5	0	85	554	1147	23	-1	
5	1	1	4	5	1	85	555	11	17	72.711487	If
5	1	1	4	5	2	106	555	1	17	88.675064	|
5	1	1	4	5	3	115	560	49	13	88.675064	were
5	1	1	4	5	4	172	557	17	16	96.984077	to
5	1	1	4	5	5	198	557	79	16	96.938934	consent
5	1	1	4	5	6	285	560	40	13	96.746170	now
5	1	1	4	5	7	332	555	72	17	96.984520	without
5	1	1	4	5	8	411	555	55	17	97.007614	these
5	1	1	4	5	9	475	556	74	16	96.497696	matters
5	1	1	4	5	10	557	555	85	17	96.520096	resolved
5	1	1	4	5	11	650	555	16	17	96.993561	in
5	1	1	4	5	12	674	555	70	22	96.739105	writing,
5	1	1	4	5	13	754	555	10	17	96.825592	it
5	1	1	4	5	14	771	555	53	17	96.991196	could
5	1	1	4	5	15	833	555	43	17	96.139091	later
5	1	1	4	5	16	883	555	24	17	96.440659	be
5	1	1	4	5	17	916	554	47	18	96.832954	used
5	1	1	4	5	18	971	556	17	16	96.988289	to
5	1	1	4	5	19	996	556	80	20	96.671402	suggest
5	1	1	4	5	20	1083	554	38	18	96.789200	that
5	1	1	4	5	21	1129	554	3	17	96.789200	|
5	1	1	4	5	22	1141	554	91	22	96.124153	accepted
4	1	1	4	6	0	84	610	1155	22	-1	
5	1	1	4	6	1	84	610	104	21	96.834511	Therefore,
5	1	1	4	6	2	198	610	2	17	96.010414	|
5	1	1	4	6	3	209	610	30	17	96.284637	will
5	1	1	4	6	4	247	610	41	22	97.003021	only
5	1	1	4	6	5	296	610	73	22	96.091698	provide
5	1	1	4	6	6	378	614	69	13	96.637138	access
5	1	1	4	6	7	455	614	48	13	96.706459	once
5	1	1	4	6	8	505	606	8	30	96.320686	|
5	1	1	4	6	9	525	610	71	17	96.381737	receive
5	1	1	4	6	10	604	610	62	17	96.597641	formal
5	1	1	4	6	11	674	610	66	17	96.597641	written
5	1	1	4	6	12	748	610	123	17	96.494728	confirmation
5	1	1	4	6	13	880	610	109	21	96.966034	addressing
5	1	1	4	6	14	998	610	21	17	96.022118	all
5	1	1	4	6	15	1028	610	59	21	96.022118	points
5	1	1	4	6	16	1095	610	66	17	96.674812	above.
5	1	1	4	6	17	1171	610	42	17	95.703201	Until
5	1	1	4	6	18	1222	610	17	17	96.966347	th
4	1	1	4	7	0	84	665	1157	22	-1	
5	1	1	4	7	1	84	665	25	18	96.913208	As
5	1	1	4	7	2	118	665	54	18	96.283348	noted
5	1	1	4	7	3	182	665	15	17	96.420959	in
5	1	1	4	7	4	206	670	29	17	96.420959	my
5	1	1	4	7	5	242	665	62	18	96.375191	formal
5	1	1	4	7	6	312	665	87	20	95.215652	demand,
5	1	1	4	7	7	409	665	9	17	92.069168	if
5	1	1	4	7	8	426	670	11	12	92.069168	a
5	1	1	4	7	9	446	665	96	17	96.289261	resolution
5	1	1	4	7	10	551	665	15	17	96.965813	is
5	1	1	4	7	11	574	667	30	15	96.075615	not
5	1	1	4	7	12	613	665	80	17	96.075615	reached
5	1	1	4	7	13	701	665	57	17	96.555092	within
5	1	1	4	7	14	766	665	34	17	96.997009	five
5	1	1	4	7	15	809	665	25	22	96.974289	(5)
5	1	1	4	7	16	843	665	87	17	93.105347	calendar
5	1	1	4	7	17	937	665	137	22	92.787888	daysincluding
5	1	1	4	7	18	1082	665	107	17	82.078735	weekends!
5	1	1	4	7	19	1198	665	30	17	95.674622	will
5	1	1	4	7	20	1237	670	4	17	56.493301	|
2	1	2	0	0	0	85	720	133	22	-1	
3	1	2	1	0	0	85	720	133	22	-1	
4	1	2	1	1	0	85	720	133	22	-1	
5	1	2	1	1	1	85	720	43	18	96.990105	Kind
5	1	2	1	1	2	137	720	81	22	96.047821	regards,
2	1	3	0	0	0	84	775	266	50	-1	
3	1	3	1	0	0	84	775	266	50	-1	
4	1	3	1	1	0	85	775	239	18	-1	
5	1	3	1	1	1	85	775	113	18	92.488983	Chawakorn
5	1	3	1	1	2	208	775	116	18	91.911346	Kamnuansil
4	1	3	1	2	0	84	803	266	22	-1	
5	1	3	1	2	1	84	803	266	22	91.635162	ck.chawakorn@gmail.com
